"entidad","municipio","clave_1","clave_2","razon_social","ubicacion","colonia","cp","telefono","correo","inicio_operaciones","magna","premium","diesel","latitude","longitude"
"DISTRITO FEDERAL","COYOACAN","E04709",107998,"SERVICIO DIVISION, SA DE CV","CALZADA DE LAS BOMBAS NO. 87","EX HACIENDA DE COAPA","04920","56776140","es4709@corpogas.com.mx, gerardo@corpogas.com.mx, f","1-Feb-97","S","S","N",19.3087148,-99.1038316
"DISTRITO FEDERAL","COYOACAN","E05147",108479,"GASOLINERIA PALACIOS, SA DE CV","CALZADA DE TLALPAN NO. 1882","CHURUBUSCO CONTRY CLUB","04610","5555495960","es5147@corpogas.com.mx, gerardo@corpogas.com.mx, f","26-Oct-98","S","S","S",19.3494855,-99.1456779
"DISTRITO FEDERAL","COYOACAN","E05240",108597,"SERVICIO BONAR, SA DE CV","CALZADA DE TLALPAN NO. 3451","Barrio Santa Ursula Coapa","04650","5545207120","mpedregal@prodigy.net.mx","31-Dec-98","S","S","N",19.3049122,-99.1449856
"DISTRITO FEDERAL","COYOACAN","E05285",108680,"INMOBILIARIA LIRCA, SA DE CV","CANAL DE MIRAMONTES NO. 2762","JARDINES DE COYOACAN","04890","55112186","es5285@corpogas.com.mx, gerardo@corpogas.com.mx, f","19-Jan-99","S","S","N",19.2905281,-99.1467009
"DISTRITO FEDERAL","COYOACAN","E05423",108851,"GRUPO ARKANE, SA DE CV","ANGEL URRAZA NO. 1714","VERTIZ NARVARTE","03600","56059153","es5423@corpogas.com.mx, gerardo@corpogas.com.mx, f","2-Jul-99","S","S","N",19.3800151,-99.1518121
"DISTRITO FEDERAL","COYOACAN","E05428",108897,"SERVICIO IMAN, S.A. DE C.V.","AV. PERIFERICO SUR NO. 5550","AJUSCO","04700","55112186,55118948","es5428@corpogas.com.mx, gerardo@corpogas.com.mx, f","16-Aug-99","S","S","N",19.255053,-99.2413473
"DISTRITO FEDERAL","COYOACAN","E05504",108978,"ADMINISTRADORA AURIGA, S.A. DE C.V.","CALZADA TAXQUEÑA NO. 1744","PASEOS DE TAXQUENA","04250","56 58 56 51","bet2703@yahoo.com.mx","6-Mar-00","S","S","N",19.3372203,-99.1215328
"DISTRITO FEDERAL","COYOACAN","E05560",109067,"AUTOCONSUMO TLALPAN, SA DE CV","CALZADA DE TLALPAN NO. 2814","EMILIANO ZAPATA","04815","55112186","es5560@corpogas.com.mx, gerardo@corpogas.com.mx, f","10-Jan-00","S","S","N",19.3003841,-99.148773
"DISTRITO FEDERAL","COYOACAN","E05825",109613,"SERVICIO AGUA BRAVA, S.A. DE C.V.","CALZADA DE LAS BOMBAS NO. 77","EX HACIENDA COAPA","04920","56782169","es5825@corpogas.com.mx, gerardo@corpogas.com.mx, f","20-Dec-00","S","S","S",19.3090474,-99.1036497
"DISTRITO FEDERAL","COYOACAN","E08996",113116,"AUTOCONSUMO LOS PINOS,  S.A. DE C.V.","PERIFERICO SUR NO. 5550","PEDREGAL DE CARRASCO","04700","55112186","es8996@corpogas.com.mx, gerardo@corpogas.com.mx, f","8-May-08","S","S","N",19.3063311,-99.207653
"DISTRITO FEDERAL","COYOACAN","E10930",115050,"MINI SERVICIO JET, S.A. DE C.V.","MONSERRAT NO. 161","LOS REYES COYOACAN","04000","55-11-21-86","es10930@corpogas.com.mx, gerardo@corpogas.com.mx,","28-Sep-12","S","S","N",19.331863,-99.1530016
"DISTRITO FEDERAL","COYOACAN","J01041",1400025,"TERMINAL CENTRAL DEL SUR GENERAL VICENTE GUERRERO, S.A. DE C.V.","AV. TAXQUENA NO. 1300","CAMPESTRE CHURUBUSCO","04200","55 5484 18 00","mdawe@grupoaers.com.mx","4-Jan-96","N","N","S",19.3410374,-99.1357883
"DISTRITO FEDERAL","COYOACAN","J01055",1400035,"ESTRELLA DE ORO, S.A. DE C.V. MEXICO-ACAPULCO-ZIHUATANEJO","CALZADA DE TLALPAN NO. 2205","CIUDAD JARDIN COYOACAN","04370","54841400, 54841447","jpatino@grupoado.com.mx","3-Dec-96","N","N","S",19.3386179,-99.1430159
"DISTRITO FEDERAL","COYOACAN","J01080",1400052,"AUTOBUSES DE PRIMERA CLASE MEXICO-ZACATEPEC, S.A. DE C.V.","AV. TAXQUENA NO. 1730","San Francisco Culhuacan","04200","54450142","fiscal@pullman.com.mx","11-Jul-97","N","N","S",19.3372197,-99.1215301
"DISTRITO FEDERAL","CUAJIMALPA DE MORELOS","E00172",108024,"SERVICIO CUAJIMALPA, SA DE CV","CARRETERA MEXICO-TOLUCA NO. 5693","Cuajimalpa","05000","58131323","servicio_cuajimalpa@hotmail.com","26-Aug-99","S","S","S",19.317723,-99.3295113
"DISTRITO FEDERAL","CUAJIMALPA DE MORELOS","E02698",108004,"SUPER SERVICIO CARRETERA, S.A.DE C.V.","CARRETERA MEXICO TOLUCA KM 15 NO. 4279","PALO ALTO","05110","52033666","carretera-vol@saigsa.com.mx","28-Sep-96","S","S","N",19.3825424,-99.2525397
"DISTRITO FEDERAL","CUAJIMALPA DE MORELOS","E03735",108063,"SUPER SERVICIO GRAN PREMIO, S.A. DE C.V.","CARRETERA MEXICO-TOLUCA NO. 3346","Memetla","05330","52450229","eccababie@yahoo.com.mx; jp@grupogasoleo.com","8-Jan-98","S","S","S",19.347884,-99.2855185
"DISTRITO FEDERAL","CUAJIMALPA DE MORELOS","E04594",108036,"SERVICIO PUENTE CONTADERO, S.A. DE C.V.","AV. VERACRUZ NO. 91","Cuajimalpa","05000","58139581","serviciopuente@prodigy.net.mx","11-Nov-96","S","S","S",19.3553527,-99.2999751
"DISTRITO FEDERAL","CUAJIMALPA DE MORELOS","E06057",110112,"GRUPO TAMBRE, SA DE CV","CARRETERA MEXICO-TOLUCA # 5397","EL MOLINA","05310","5545207120","mpedregal@prodigy.net.mx","2-Oct-01","S","S","S",19.2867584,-99.5823427
"DISTRITO FEDERAL","CUAUHTEMOC","E00003",108237,"SERVICIO ALDAMA, S.A.","Aldama No. 38","Guerrero","06300","55352993-55464348","fmoreno003@gmail.com;ebetanzosz@hotmail.com","23-Mar-94","S","S","S",19.4403391,-99.1517364
"DISTRITO FEDERAL","CUAUHTEMOC","E00014",108075,"SERVICIO MERIDA, S.A. DE C.V.","Merida No. 110","Roma Norte","06700","55143780","estacion14@serviciomerida.com","14-Dec-99","S","S","N",19.4183911,-99.1572722
"DISTRITO FEDERAL","CUAUHTEMOC","E00031",108151,"CONSORCIO GASOLINERO PLUS, SA DE CV","BARCELONA NO. 37 ESQ. VERSALLES","Juarez","06600","52623827","controlesvolumetricos@hidrosina.com.mx","4-May-94","S","S","N",31.7402945,-106.4137188
"DISTRITO FEDERAL","CUAUHTEMOC","E00039",107865,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V.","DOCTOR CARMONA Y VALLE NO. 48","Doctores","06720","5262 38 00","vruiz@hidrosina.com.mx","28-Apr-98","S","S","N",19.4234447,-99.1528938
"DISTRITO FEDERAL","CUAUHTEMOC","E00042",108034,"CONSORCIO GASOLINERO PLUS, S.A. DE C.V.","CAMPECHE NO. 214","Hipodromo Condesa","06760","52623800","controlesvolumetricos@hidrosina.com.mx","19-Apr-99","S","S","N",19.4090632,-99.1679801
"DISTRITO FEDERAL","CUAUHTEMOC","E00043",108189,"CONSORCIO GASOLINERO PLUS,S.A. DE C.V.","CEDRO NO. 238","Santa Maria La Ribera","06400","52623827","controlesvolumetricos@hidrosina.com.mx","25-May-98","S","N","S",19.4516417,-99.1617716
"DISTRITO FEDERAL","CUAUHTEMOC","E00049",108231,"OPERADORA CIRCUNVALACION, S.A. DE C.V.","CEDRO NO. 333 ESQ. FLORES MAGON","SANTA MARIA LA RIVERA","06400","55415954, 55416438","operadora.cedro@hotmail.com","4-Aug-95","S","S","S",22.503903,-102.900637
"DISTRITO FEDERAL","CUAUHTEMOC","E00057",107992,"ESTACION DE SERVICIO ESTADIO, SA DE CV","YUCATAN NO. 155 ESQ. JALAPA ","ROMA","06700","10907243","infopemex@estacionesruta.com","17-May-99","S","S","N",19.4156558,-99.1605217
"DISTRITO FEDERAL","CUAUHTEMOC","E00076",108032,"CONSORCIO GASOLINERO PLUS, S.A. DE C.V.","AV. VERACRUZ NO. 2 Y AV. CHAPULTEPEC","Hipodromo Condesa","06170","52623800","controlesvolumetricos@hidrosina.com.mx","5-Aug-99","S","S","S",19.4229112,-99.1654864
"DISTRITO FEDERAL","CUAUHTEMOC","E00077",108011,"CONSORCIO GASOLINERO PLUS, S.A. DE C.V.","YUCATAN NO. 125 Y TONALA","ROMA","06700","52623800","controlesvolumetricos@hidrosina.com.mx","22-Oct-99","S","S","N",19.4209102,-99.1630773
"DISTRITO FEDERAL","CUAUHTEMOC","E00086",108057,"OPERADORA DE ENERGETICOS, S.A. DE C.V.","AV. DURANGO S/N","Condesa","06140","52863608","operadora0086@prodigy.net.mx","23-Dec-98","S","S","N",22.1721302,-100.9916122
"DISTRITO FEDERAL","CUAUHTEMOC","E00102",108149,"CONSORCIO GASOLINERO PLUS,S.A. DE C.V.","EJE CENTRAL LAZARO C. NO. 199 Y G. BOCANEGRA","PERALVILLO","06220","52623827","controlesvolumetricos@hidrosina.com.mx","11-Feb-98","S","S","N",19.4463831,-99.1361119
"DISTRITO FEDERAL","CUAUHTEMOC","E00104",108029,"CONSORCIO GASOLINERO PLUS, S.A. DE C.V.","CUAUHTEMOC NO. 187 ESQ. QUERETARO Y FRONTERA ","ROMA","06700","52623800","controlesvolumetricos@hidrosina.com.mx","14-Oct-99","S","S","S",26.92445,-101.4445619
"DISTRITO FEDERAL","CUAUHTEMOC","E00105",107817,"GRUPO TECPEX, S. DE R.L. DE C.V.","CALZADA GUADALUPE NO. 52","EX-HIPODROMO DE PERALVILLO","06250","55267820","jani_f@hotmail.com","2-Oct-95","S","S","N",19.456442,-99.1285832
"DISTRITO FEDERAL","CUAUHTEMOC","E00108",108236,"SERVICIO GUERRERO Y MARTE, SA DE CV","MARTE NO. 115","Guerrero","06350","56260347","guerrero@meigascorp.com","13-Nov-96","S","S","N",19.4509824,-99.1468067
"DISTRITO FEDERAL","CUAUHTEMOC","E00109",108167,"CONSORCIO GASOLINERO PLUS, SA DE CV","GUILLERMO PRIETO NO. 130","San Rafael","06470","52623827","controlesvolumetricos@hidrosina.com.mx","1-Aug-97","S","S","N",19.4386695,-99.1677614
"DISTRITO FEDERAL","CUAUHTEMOC","E00111",108238,"SERVICIO MUSEO, S.A. DE C.V.","HEROES FERROCARRILEROS NO. 63","SANTA MARIA LA RIVERA","06400","566-0996 Y 592-3041","serviciomuseo_1@hotmail.com","6-May-94","S","S","S",19.4418664,-99.1562062
"DISTRITO FEDERAL","CUAUHTEMOC","E00112",108168,"CONSORCIO GASOLINERO PLUS,S.A. DE C.V.","Av. Guerrero No. 284","GUERRERO","06350","52623827","controlesvolumetricos@hidrosina.com.mx","1-Aug-97","S","S","N",20.6850705,-101.3553881
"DISTRITO FEDERAL","CUAUHTEMOC","E00124",108028,"CONSORCIO GASOLINERO PLUS,S.A. DE C.V.","INSURGENTES SUR NO. 289 Y POPOCATEPETL","Hipodromo Condesa","06100","52623827","controlesvolumetricos@hidrosina.com.mx","16-Feb-99","S","S","N",19.4089477,-99.1802147
"DISTRITO FEDERAL","CUAUHTEMOC","E00125",108148,"CONSORCIO GASOLINERO PLUS, SA DE CV","VILLALONGIN NO. 6 ESQ. REFORMA E INSURGENTES","Cuauhtemoc","06500","52623827","controlesvolumetricos@hidrosina.com.mx","11-Feb-00","S","S","N",19.4236259,-99.1627908
"DISTRITO FEDERAL","CUAUHTEMOC","E00133",107945,"SERVICIO DAN-ROM, SA DE CV","JUAN A. MATEROS NO. 4","Obrera","06800","57617431","serviciodanrom@gmail.com","19-Nov-97","S","S","N",19.4101219,-99.1237581
"DISTRITO FEDERAL","CUAUHTEMOC","E00134",108009,"GASOLINERIA EL CAPITAN, S.A. DE C.V.","JUAN ESCUTIA NO. 90 ESQ. MAZATLAN","CONDESA","06140","5553-2802","gascapitan@hotmail.com","3-Jun-98","S","S","N",19.4164715,-99.1769938
"DISTRITO FEDERAL","CUAUHTEMOC","E00138",107957,"COSMOVISION ENERGETICA, S.A. DE C.V.","AV. JOSE TOMAS CUELLAR NO. 3","Obrera","06800","55780450","cosmovision@live.com.mx","11-Mar-99","S","S","S",19.4146406,-99.1395519
"DISTRITO FEDERAL","CUAUHTEMOC","E00150",108203,"SERVICIO RHIN Y LERMA, S.A. DE C.V.","RIO LERMA NO. 71 ESQ. RIO RHIN","Cuauhtemoc","06500","55145659 55147802","rhinylerma@hotmail.com","3-Oct-95","S","S","N",19.4321597,-99.1655394
"DISTRITO FEDERAL","CUAUHTEMOC","E00156",108204,"ESTACION DE SERVICIO 0156, S.A. DE C.V.","CALZADA LA RONDA NO. 162","EX-HIPODROMO DE PERALVILLO","06250","57821891","laronda0156@hotmail.com","5-Jan-94","S","S","N",19.4555235,-99.1331631
"DISTRITO FEDERAL","CUAUHTEMOC","E00166",108217,"SERVICIO RIO DE LA PLATA, SA DE CV","RIO DE LA PLATA NO. 2","Cuauhtemoc","06500","55255513","gasr.plata@latinmail.com","2-Feb-99","S","S","N",19.4272449,-99.1743637
"DISTRITO FEDERAL","CUAUHTEMOC","E00176",108027,"CONSORCIO GASOLINERO PLUS,S.A. DE C.V.","MORELIA Y PUEBLA NO. 137","ROMA","06700","52623827","controlesvolumetricos@hidrosina.com.mx","1-Jul-98","S","S","N",19.0878231,-98.1402585
"DISTRITO FEDERAL","CUAUHTEMOC","E00185",108221,"CORPORATIVO GARPOS, S.A. DE C.V.","RICARDO FLORES MAGON NO. 226","Guerrero","06300","55-83-99-82","garposfloresmagon0185@hotmail.com","11-Feb-98","S","N","N",19.3799381,-99.1140579
"DISTRITO FEDERAL","CUAUHTEMOC","E00186",108015,"SUPER SERVICIO NUEVO B.C., S.A. DE C.V.","NUEVO LEON NO. 179","ROMA","06170","52033666","bc-vol@saigsa.com.mx","20-Mar-00","S","S","N",19.4052096,-99.1717163
"DISTRITO FEDERAL","CUAUHTEMOC","E00189",108216,"GASOLUB, S. A. DE C. V.","AV. PERALVILLO NO. 61","Morelos","06200","55290866","ale_cars1964@hotmail.com","23-Feb-00","S","S","N",19.4423014,-99.122617
"DISTRITO FEDERAL","CUAUHTEMOC","E00191",108026,"CONSORCIO GASOLINERO PLUS, S.A. DE C.V.","AV. NUEVO LEON NO. 8 Y SONORA","Hipodromo Condesa","06170","52623800","controlesvolumetricos@hidrosina.com.mx","22-Sep-99","S","S","N",19.4166436,-99.1704992
"DISTRITO FEDERAL","CUAUHTEMOC","E00196",107940,"SET COMBUSTIBLES, S.A. DE C.V.","SAN ANTONIO ABAD NO. 295","Algarin","06880","55196306","set.combustibles@yahoo.com.mx","1-Mar-99","S","S","N",19.4070061,-99.1358984
"DISTRITO FEDERAL","CUAUHTEMOC","E00202",107869,"SUPER SERVICIO VIADUCTO ELSA, S.A.","AV. SAN ANTONIO ABAD NO. 359","Algarin","06880","55190562","lrby18@prodigy.net.mx","23-Aug-99","S","S","N",19.404997,-99.138822
"DISTRITO FEDERAL","CUAUHTEMOC","E00208",107951,"SERVICIO MONCOBE, S.A. DE C.V.","CALZADA DE LA VIGA NO. 175","Transito","06820","57411015","moncobesa@hotmail.com","13-May-94","S","S","S",19.4119585,-99.1278518
"DISTRITO FEDERAL","CUAUHTEMOC","E00219",107962,"SERVICIO VIGA, S.A. DE C.V.","CALZADA DE LA VIGA NO. 44","Esperanza","06840","57682599","servicioviga@hotmail.com","18-Jun-96","S","S","N",19.4218091,-99.1278448
"DISTRITO FEDERAL","CUAUHTEMOC","E00300",108020,"CONSORCIO GASOLINERO PLUS,S.A. DE C.V.","AV. INSURGENTES SUR NO. 541 Y NUEVO LEON ","Hipodromo Condesa","06170","52623827","controlesvolumetricos@hidrosina.com.mx","21-Nov-94","S","S","N",19.413797,-99.1711604
"DISTRITO FEDERAL","CUAUHTEMOC","E00308",107868,"YUMKA, SA DE CV","DR. JOSE MARIA VERTIZ NO. 419","Doctores","06720","53520968","jhaces@ofifair.com.mx","24-Apr-97","S","S","S",19.4104976,-99.1489921
"DISTRITO FEDERAL","CUAUHTEMOC","E02508",108161,"SERVICIO COMONFORT, S.A. DE C.V.","COMONFORT NO.45","PERALVILLO","06200","52033666","comonfort-vol@saigsa.com.mx","19-Jan-01","S","S","N",19.4442877,-99.1352114
"DISTRITO FEDERAL","CUAUHTEMOC","E02785",108194,"SERVICIO FERROCARRILES, SA DE CV","INSURGENTES NORTE NO. 200","SANTA MARIA LA RIVERA","06400","55415288,55 41 36 01","eduardo.marin@corpogas.com.mx","31-Jul-00","S","S","N",14.9168265,-92.2638049
"DISTRITO FEDERAL","CUAUHTEMOC","E03552",108138,"INMUEBLES JULIEN, S.A.","MANUEL GONZALEZ NO. 405","Atlampa","06450","55477893","gjulien@prodigy.net.mx","12-Feb-93","S","S","N",19.4549035,-99.1424524
"DISTRITO FEDERAL","CUAUHTEMOC","E04548",107995,"SUAGUE, S.A. DE C.V.","AV. INSURGENTES SUR NO. 507","HIPODROMO CONDESA","06170","52760075","suague_corp@prodigy.net.mx","17-Jul-96","S","S","N",19.4095778,-99.1675214
"DISTRITO FEDERAL","CUAUHTEMOC","E05499",108973,"SEVEN SERVICE, SA DE CV","RIVERA DE SAN COSME NO. 114","San Rafael","06470","55359000","benocmx@aol.com","30-Nov-99","S","S","N",19.4418341,-99.1610973
"DISTRITO FEDERAL","CUAUHTEMOC","E05833",109629,"OPERADORA EJE CENTRAL, SA DE CV","EJE CENTRAL LAZARO CARDENAS NO. 15","DOCTORES","06720","55885111","o.eje_central@yahoo.com.mx","15-Jan-01","S","S","N",19.4219491,-99.1428705
"DISTRITO FEDERAL","CUAUHTEMOC","E07863",111983,"ESTACION DE SERVICIO PARA AUTOS CENTRO S.A.DE C.V.","LUCAS ALAMAN NO. 177","OBRERA","06800","24544907 24544908","centro_7863@hotmail.com","9-Aug-07","S","S","S",19.4210447,-99.1381702
"DISTRITO FEDERAL","CUAUHTEMOC","E09569",113689,"ESTACION DE SERVICIO MENORCA, S.A. DE C.V.","FRAYSERVANDO TERESA DE MIER NO. 299 ESQ. CLAVIJERO","TRANSITO","06820","52623827","controlesvolumetricos@hidrosina.com.mx","4-Sep-08","S","S","S",19.418059,-99.131088
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E00005",107810,"GRUPO TECPEX, S. DE R.L. DE C.V.","AV. INSTITUTO POLITECNICO NACIONAL NO. 1881","Lindavista","07300","55267820","","26-Mar-97","S","S","N",19.4819842,-99.1351212
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E00026",107844,"GASOLINERIA MONTEVIDEO, S.A. DE C.V.","AV. MONTEVIDEO NO. 424","Lindavista","07300","55-86-20-13","montevideo@meigascorp.com","23-May-95","S","S","N",19.4927484,-99.1432477
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E00073",107843,"SERVICIO COMBUSA, S.A DE C.V.","AV. CUITLAHUAC NO. 131","Defensores de la Republica","07780","53684222","serviciocombusa@hotmail.com","4-Sep-92","S","S","S",19.472434,-99.142132
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E00094",107816,"CONSORCIO GASOLINERO PLUS, SA DE CV","CALZADA DE GUADALUPE NO. 312","VALLEJO ","07870","52233827","controlesvolumetricos@hidrosina.com.mx","16-Aug-96","S","S","S",19.5225874,-99.1592979
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E00106",107818,"GRUPO TECPEX, S. DE R.L. DE C.V.","CALZADA DE GUADALUPE NO. 516 ESQ. NECAXA","Industrial","07800","55267820","","5-Jul-99","S","S","N",26.8155734,-107.0769276
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E00131",107801,"GASO-MEX, SA DE CV","Av. Montevideo No. 99","Tepeyac Insurgentes","07020","55772243 Y 55778184","gasomex@hotmail.com","26-Apr-94","S","S","N",19.4864378,-99.12194
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E00132",107847,"SERVICIO ESTANZUELA, SA DE CV","AV. CENTENARIO N0. 1787","Atzacoalco","07040","57670017 y 57537667","190505@prodigy.net.mx","3-Apr-98","S","S","S",19.509235,-99.0906313
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E00159",107850,"CORPORATIVO GARPOS, S.A. DE C.V.","DONIZETTI NO. 315 Y CALZADA DE LOS MISTERIOS ","Vallejo","07870","55172261","garposmisterios0159@yahoo.com.mx","9-Sep-98","S","S","N",19.4631019,-99.1267438
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E00199",107815,"GRUPO TECPEX, S. DE R.L. DE C.V.","MONTEVIDEO NO. 2 Y CALZADA DE LOS MISTERIOS","Tepeyac Insurgentes","07020","55267820","jani_f@hotmail.com","22-Apr-99","S","S","N",19.4845883,-99.1190083
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E00215",108147,"CONSORCIO GASOLINERO PLUS, SA DE CV","CALZADA VALLEJO NO. 1055 ESQ.  PINIENTE 128 Y PONIENTE 122","Nueva Vallejo","07750","25623827","controlesvolumetricos@hidrosina.com.mx","13-May-96","S","S","S",19.4848569,-99.148509
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E02490",107842,"GASOLUB, S.A. DE C.V.","AV. 3-A NO. 142","Santa Rosa","07620","0181 83352774  Y  75","ofi_mon_terrey@hotmail.com","24-Dec-94","S","S","S",19.523399,-99.1690029
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E02511",107831,"SERVICIO RAMIREZ E HIJOS, SA DE CV","NORTE 82 NO. 5122 ","GERTRUDIZ SANCHEZ","07830","55-510317","servicioramirez@prodigy.net.mx","25-Mar-99","S","S","S",19.4604492,-99.1034023
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E02766",107813,"SABINO AGUIRRE, S.A. DE C.V.","AV. IPN NO. 4904","CAPULTITLAN","07380","55678701","gapcons@hotmail.com","3-May-00","S","S","N",19.2669651,-99.1453049
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E02917",107793,"SERVICIO COLIMA, S.A.","AV. LORETO FAVELA NO. 743","San Juan de Aragon","07915","57-51-98-11","serviciocolima@gmail.com;roguizar@gmail.com","10-Oct-97","S","N","N",19.4660488,-99.0904469
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E02973",107807,"SOCIEDAD COOPERATIVA EJIDAL SAN PEDRO ZACATENCO, S.C.L.","AV. TICOMAN NO. 480","San Pedro Zacatenco","07360","55866244, 57529576","cooper@prodigy.net","28-Aug-97","S","S","N",19.5036101,-99.1280887
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E03051",107857,"GASOLINERA LAM, S.A. DE C.V.","AV. EMILIANO ZAPATA NO. 198","25 DE JULIO","07520","57141648","gerenciageneral@gaslam.com.mx","24-Feb-93","S","S","S",19.5177479,-99.0896414
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E03181",107840,"JOSE LUIS GULIAS MERELLES","AV. TALISMAN NO. 4103","GERTRUDIZ SANCHEZ","07830","","","27-Jun-94","S","S","N",19.7520728,-101.1998615
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E03333",107799,"ESTACION TERMINAL DEL NORTE, S.A. DE C.V.","AV. LAZARO CARDENAS NO. 555","SAN BARTOLO ATEPEHUACAN","07730","55112186","es3333@corpogas.com.mx, gerardo@corpogas.com.mx, f","29-Nov-94","S","S","N",19.4940439,-99.1435398
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E03382",107811,"GASOLINERA ACUEDUCTO GUADALUPE, S.A. DE  C.V.","AV. DE LA VENTISCA NO. 29","ACUEDUCTO DE GUADALUPE","07279","5-3888032","gapcons@hotmail.com","20-Mar-00","S","S","N",19.5266912,-99.1511936
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E03500",107839,"LUBRICANTES ROBI, S.A. DE C.V.","AV. CANTERA NO. 134","MARTIN CARRERA","07070","55779675-57810571","robi177@hotmail.com","31-May-93","S","S","S",19.4887398,-99.1062871
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E04386",107787,"SUMINISTRO Y LIMPIEZA DE AUTOBUSES, S.A. DE C.V.","AV. JOSE GUADALUPE LOPEZ VELARDE NO. 45","Magdalena de Las Salinas","07760","57-29-07-22","mendoh@syla.com.mx","7-Jan-98","N","N","S",19.4821429,-99.1426707
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E04498",107802,"SERVICIO CLAVE, S.A. DE C.V.","CALLE CLAVE NO. 394","VALLEJO","07870","55112186","es4498@corpogas.com.mx, gerardo@corpogas.com.mx, f","17-Apr-96","S","S","S",19.4633191,-99.1420154
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E05104",108477,"ESTACION CINCUENTA Y UNO, SA DE CV","CALZADA ADOLFO LOPEZ MATEOS NO. 2","Benito Juarez","07290","5-3696060","iviveros@prodigy.net.mx","15-Jul-98","S","S","N",19.0647777,-104.2879968
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E05412",108821,"ESTACIONES ECOLOGICAS DE SERVICIOS, S.A. DE C.V.","AV. 412 NO. 1","Villa de Aragon","07570","0445545443293","oscar@estacioneses.com.mx","7-Mar-00","S","S","N",19.4629677,-99.0575522
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E05656",109281,"GRUPO ANHUAR, SA DE CV","Av. Centenario No. 1870","Atzacoalco","07040","57373838 57373841","anhuar5656@prodigy.net.mx;gac_anhuar@prodigy.net.m","9-Aug-00","S","S","S",19.509235,-99.0906313
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E05736",109437,"PETROMAX, S.A. DE C.V.","GENERAL J.VICENTE VILLADA NO. 172","ARAGON","07000","81 81306850","ana.meza@petromax.com.mx","15-Aug-00","S","S","N",19.5186084,-99.0366815
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E05753",109466,"CONTROLADORA DE ESTACIONES DE SERVICIO, SA DE CV","MIGUEL PLANAS NO. 51","VALLEJO PONIENTE","07790","5355-57-01","controladora@prodigy.net.mx","14-Aug-00","S","S","S",19.46685,-99.1420804
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E05872",109701,"SUPER SERVICIO VALLEJO, SA DE CV","CALZADA VALLEJO NO. 1637","Progreso Nacional","07650","53-92-15-79","daniel@fortes.com.mx","9-Oct-01","S","S","S",19.5198892,-99.1641008
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E05959",109878,"ALEJANDRO MARIO OCHOA FRAGOSO","Av. de Los 100 Metros No. 230","Defensores de la Republica","07380","","","37260","S","S","N",19.4359608,-99.1527863
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E06735",110855,"LIDERGAS SERVICIO, S.A. DE C.V.","TICOMAN NO. 1190","SANTA MARIA TICOMAN","07330","53968808","lidetel@prodigiy.net.mx","5-Sep-03","S","S","N",19.5149271,-99.1297482
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E07320",111440,"SERVICIO ADEME, S.A. DE C.V.","AV. 510 NO.340","SAN JUAN DE ARAGON","07950","26-03-66-27","es7320@corpogas.com.mx, gerardo@corpogas.com.mx, f","13-Jan-04","S","S","N",19.46421,-99.0816727
"DISTRITO FEDERAL","GUSTAVO A. MADERO","E11837",115957,"SERVICIO ADONIS, S.A. DE C.V.","EDUARDO MOLINA NO. 6666","SAN JUAN DE ARAGON","07870","55112186","gerardo@corpogas.com.mx","","N","N","N",19.4744403,-99.1001403
